date_id,date,year,month,day,quarter,day_name
607,2025-08-29,2025,8,29,3,Friday
608,2025-08-30,2025,8,30,3,Saturday
609,2025-08-31,2025,8,31,3,Sunday
610,2025-09-01,2025,9,1,3,Monday
611,2025-09-02,2025,9,2,3,Tuesday
612,2025-09-03,2025,9,3,3,Wednesday
613,2025-09-04,2025,9,4,3,Thursday
614,2025-09-05,2025,9,5,3,Friday
615,2025-09-06,2025,9,6,3,Saturday
616,2025-09-07,2025,9,7,3,Sunday
617,2025-09-08,2025,9,8,3,Monday
618,2025-09-09,2025,9,9,3,Tuesday
619,2025-09-10,2025,9,10,3,Wednesday
620,2025-09-11,2025,9,11,3,Thursday
621,2025-09-12,2025,9,12,3,Friday
622,2025-09-13,2025,9,13,3,Saturday
623,2025-09-14,2025,9,14,3,Sunday
624,2025-09-15,2025,9,15,3,Monday
625,2025-09-16,2025,9,16,3,Tuesday
626,2025-09-17,2025,9,17,3,Wednesday
627,2025-09-18,2025,9,18,3,Thursday
628,2025-09-19,2025,9,19,3,Friday
629,2025-09-20,2025,9,20,3,Saturday
630,2025-09-21,2025,9,21,3,Sunday
631,2025-09-22,2025,9,22,3,Monday
632,2025-09-23,2025,9,23,3,Tuesday
633,2025-09-24,2025,9,24,3,Wednesday
634,2025-09-25,2025,9,25,3,Thursday
635,2025-09-26,2025,9,26,3,Friday
636,2025-09-27,2025,9,27,3,Saturday
637,2025-09-28,2025,9,28,3,Sunday
638,2025-09-29,2025,9,29,3,Monday
639,2025-09-30,2025,9,30,3,Tuesday
